Age,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
38,Female,Travel_Rarely,Research & Development,3,4,Marketing,3,2,1,Sales Executive,1,Married,5676.0,5,Yes,19,3,4,2,19,4,3,19,18,2,18,No
53,Female,Travel_Rarely,Research & Development,27,4,Technical Degree,2,2,5,Human Resources,1,Single,14145.0,2,No,18,3,2,3,31,2,3,25,23,2,24,No
40,Male,Non-Travel,Sales,24,2,Technical Degree,2,1,3,Manufacturing Director,2,Married,10295.0,8,No,25,3,1,0,22,1,4,18,17,2,14,No
33,Female,Travel_Rarely,Research & Development,17,5,Technical Degree,3,1,4,Research Director,2,Married,10683.0,3,No,12,3,3,2,13,0,3,7,6,1,6,No
56,Female,Non-Travel,Sales,1,5,Technical Degree,3,4,2,Sales Representative,3,Married,9614.0,2,No,12,3,1,3,34,6,2,33,31,0,32,No
59,Male,Travel_Rarely,Human Resources,14,5,Life Sciences,4,1,5,Sales Executive,3,Married,16298.0,2,No,17,3,2,1,39,5,2,35,32,3,33,No
56,Male,Travel_Frequently,Sales,6,4,Human Resources,4,1,2,Sales Representative,1,Divorced,10044.0,1,No,20,3,4,2,38,2,1,34,32,4,33,No
31,Female,Travel_Rarely,Research & Development,17,2,Medical,4,1,1,Research Scientist,1,Married,4435.0,8,Yes,25,3,1,3,8,2,4,3,3,3,0,Yes
48,Male,Travel_Rarely,Sales,4,5,Life Sciences,2,3,4,Laboratory Technician,4,Married,12651.0,7,No,21,3,4,3,25,1,3,25,23,4,23,No
22,Female,Travel_Rarely,Sales,6,3,Technical Degree,2,1,2,Sales Executive,1,Divorced,4962.0,4,Yes,23,3,2,0,4,0,3,0,0,0,0,Yes
52,Male,Travel_Rarely,Research & Development,1,5,Technical Degree,3,2,5,Sales Representative,3,Divorced,15069.0,8,Yes,25,3,3,3,30,0,3,24,21,1,22,No
40,Male,Travel_Rarely,Research & Development,29,1,Other,2,4,4,Laboratory Technician,2,Divorced,13047.0,1,Yes,20,3,2,0,22,4,4,22,20,4,21,No
46,Male,Non-Travel,Research & Development,9,3,Technical Degree,4,4,3,Manager,3,Divorced,9197.0,5,No,13,4,1,1,25,0,2,19,17,2,16,No
60,Male,Travel_Rarely,Sales,4,5,Medical,4,4,5,Sales Representative,4,Divorced,16428.0,6,No,11,4,1,3,41,2,3,34,31,3,32,No
28,Female,Non-Travel,Research & Development,9,4,Technical Degree,4,3,2,Laboratory Technician,4,Divorced,4096.0,5,Yes,19,3,1,3,6,4,3,6,6,2,3,Yes
35,Female,Travel_Rarely,Sales,9,5,Technical Degree,4,2,4,Research Scientist,2,Divorced,11231.0,2,No,24,3,4,1,15,0,2,10,8,3,10,No
29,Female,Travel_Rarely,Research & Development,29,2,Life Sciences,4,1,5,Human Resources,3,Divorced,13262.0,8,No,25,3,3,3,8,6,3,5,5,0,5,No
26,Female,Non-Travel,Research & Development,22,2,Medical,1,2,4,Human Resources,4,Divorced,9104.0,7,No,24,3,1,3,4,6,1,0,0,0,0,Yes
27,Male,Travel_Frequently,Research & Development,13,5,Marketing,3,4,4,Sales Representative,3,Divorced,9188.0,7,No,24,3,1,2,9,1,2,4,3,2,0,No
34,Male,Travel_Rarely,Sales,23,4,Other,3,1,4,Healthcare Representative,4,Divorced,12673.0,7,Yes,13,4,1,0,16,2,2,14,12,2,12,No
55,Female,Travel_Rarely,Research & Development,29,4,Marketing,2,4,2,Manufacturing Director,2,Single,10356.0,8,No,11,3,2,3,37,3,2,36,33,3,32,No
24,Female,Travel_Frequently,Research & Development,17,4,Human Resources,4,4,5,Manufacturing Director,4,Married,12150.0,0,Yes,16,3,1,3,6,1,1,3,0,2,0,No
30,Female,Travel_Frequently,Sales,21,5,Life Sciences,1,4,1,Sales Executive,3,Married,3529.0,7,No,14,3,2,0,10,1,2,8,8,2,4,No
57,Female,Travel_Frequently,Research & Development,3,5,Technical Degree,4,2,1,Manufacturing Director,3,Divorced,8202.0,1,No,24,3,1,2,36,0,4,32,30,3,29,No
59,Female,Travel_Frequently,Sales,26,1,Other,4,2,2,Sales Representative,4,Divorced,10036.0,3,No,11,3,2,0,36,4,4,30,30,5,26,No
26,Male,Travel_Rarely,Research & Development,26,2,Human Resources,2,4,2,Healthcare Representative,1,Single,5017.0,0,Yes,14,3,4,3,7,4,4,7,7,3,3,No
44,Female,Travel_Frequently,Research & Development,29,3,Human Resources,1,4,4,Human Resources,2,Divorced,12118.0,5,Yes,18,3,4,1,24,6,2,20,19,0,16,No
19,Female,Travel_Rarely,Research & Development,6,3,Medical,1,1,5,Manufacturing Director,2,Single,10082.0,0,Yes,21,3,2,1,0,2,2,0,0,0,0,No
22,Male,Travel_Rarely,Research & Development,20,2,Other,3,4,5,Laboratory Technician,4,Married,9970.0,4,No,17,4,3,2,0,0,2,0,0,0,0,No
46,Male,Travel_Rarely,Sales,15,1,Human Resources,4,4,3,Manager,4,Married,9783.0,8,Yes,25,4,3,2,23,4,1,18,18,2,14,No
54,Female,Travel_Rarely,Sales,29,2,Life Sciences,1,4,3,Manufacturing Director,1,Divorced,12889.0,0,No,22,3,2,3,35,6,4,32,29,3,29,No
55,Female,Travel_Rarely,Research & Development,14,1,Technical Degree,3,4,1,Research Scientist,2,Single,6669.0,8,Yes,11,3,4,2,36,5,3,33,31,2,31,No
36,Female,Travel_Rarely,Research & Development,13,1,Life Sciences,1,2,3,Healthcare Representative,1,Single,9303.0,3,No,20,3,2,3,13,3,3,12,12,0,12,No
25,Male,Travel_Rarely,Sales,9,4,Human Resources,4,4,3,Manufacturing Director,2,Married,6931.0,2,Yes,22,3,3,1,7,5,2,0,0,0,0,No
18,Female,Travel_Rarely,Research & Development,23,2,Medical,3,3,1,Healthcare Representative,4,Married,1000.0,7,Yes,19,4,2,2,0,0,1,0,0,0,0,No
39,Female,Travel_Rarely,Sales,15,3,Marketing,1,4,1,Human Resources,2,Single,5242.0,5,No,16,3,4,3,17,0,2,15,13,2,15,No
34,Male,Travel_Rarely,Research & Development,14,5,Technical Degree,2,2,3,Manufacturing Director,2,Single,10316.0,6,No,12,3,3,0,15,4,3,12,9,2,11,No
24,Male,Travel_Rarely,Sales,4,5,Technical Degree,1,3,5,Manager,2,Married,10980.0,8,No,13,3,3,2,5,1,4,2,0,2,0,No
42,Male,Travel_Frequently,Research & Development,29,2,Life Sciences,4,3,3,Manufacturing Director,1,Single,8037.0,4,Yes,17,3,1,3,19,0,3,13,11,0,10,Yes
21,Male,Travel_Rarely,Sales,11,5,Life Sciences,2,4,4,Sales Executive,1,Married,9209.0,1,No,13,4,1,3,0,1,4,0,0,0,0,No
53,Female,Travel_Rarely,Sales,22,1,Life Sciences,1,4,4,Research Scientist,2,Single,12619.0,2,No,23,3,3,0,31,2,4,25,23,0,23,No
23,Male,Non-Travel,Sales,2,5,Human Resources,1,2,4,Manager,3,Divorced,9433.0,2,No,13,3,3,1,1,6,1,0,0,0,0,No
48,Male,Travel_Rarely,Research & Development,16,1,Technical Degree,3,3,2,Research Director,1,Married,9786.0,3,No,15,3,2,0,29,2,3,22,22,1,18,No
36,Male,Travel_Rarely,Research & Development,19,1,Life Sciences,4,3,4,Human Resources,4,Single,11798.0,6,No,13,3,4,3,18,4,2,16,15,2,16,No
56,Female,Travel_Rarely,Sales,16,3,Other,1,2,5,Manufacturing Director,4,Married,16979.0,5,Yes,13,3,3,0,35,2,1,28,28,0,25,No
44,Male,Travel_Frequently,Research & Development,27,5,Human Resources,1,4,2,Manager,2,Single,8435.0,2,No,21,4,4,0,22,5,4,15,13,1,14,Yes
27,Female,Travel_Frequently,Sales,7,3,Human Resources,1,1,2,Laboratory Technician,4,Divorced,6491.0,6,No,15,3,3,3,8,5,3,7,4,4,4,No
43,Male,Travel_Rarely,Research & Development,11,5,Other,4,1,4,Human Resources,1,Divorced,11991.0,3,Yes,24,4,4,1,21,5,2,19,18,3,15,Yes
36,Female,Travel_Frequently,Research & Development,12,1,Other,2,3,3,Research Director,3,Divorced,9551.0,7,No,15,4,1,0,15,4,1,15,12,4,13,Yes
56,Female,Travel_Frequently,Research & Development,4,5,Human Resources,4,3,1,Sales Executive,3,Married,7598.0,6,Yes,22,3,3,0,35,4,2,30,28,2,27,No
20,Female,Travel_Rarely,Sales,16,3,Technical Degree,3,4,3,Research Scientist,3,Divorced,6952.0,6,No,19,3,2,2,0,5,3,0,0,0,0,No
30,Male,Travel_Rarely,Research & Development,28,4,Life Sciences,3,1,3,Human Resources,4,Married,10397.0,8,No,11,4,4,2,7,1,2,4,3,2,3,No
45,Female,Travel_Frequently,Research & Development,26,3,Medical,4,3,2,Laboratory Technician,2,Divorced,7917.0,7,Yes,24,3,3,3,22,5,1,22,20,1,22,Yes
37,Male,Travel_Rarely,Human Resources,16,4,Life Sciences,1,4,2,Laboratory Technician,4,Married,5752.0,0,Yes,11,3,1,3,18,1,2,11,10,1,8,No
45,Male,Travel_Rarely,Research & Development,7,2,Technical Degree,1,1,2,Human Resources,2,Divorced,7822.0,6,Yes,21,3,1,3,24,2,3,18,17,1,16,No
25,Female,Travel_Rarely,Human Resources,25,3,Other,2,2,5,Laboratory Technician,3,Single,11471.0,2,No,24,3,1,2,5,1,1,4,4,1,2,No
58,Male,Travel_Rarely,Research & Development,13,5,Technical Degree,4,3,5,Healthcare Representative,1,Single,16462.0,3,No,19,3,1,3,38,0,4,31,29,3,31,No
56,Female,Travel_Rarely,Sales,5,4,Life Sciences,4,2,1,Manager,4,Married,8158.0,5,Yes,15,3,3,0,34,3,1,31,28,2,27,No
18,Male,Travel_Rarely,Research & Development,1,5,Technical Degree,1,1,2,Laboratory Technician,1,Divorced,5418.0,4,Yes,14,3,2,0,0,0,3,0,0,0,0,Yes
20,Female,Travel_Rarely,Research & Development,5,4,Medical,3,4,4,Research Director,3,Divorced,8705.0,7,No,12,3,4,1,0,0,2,0,0,0,0,No
30,Male,Non-Travel,Research & Development,22,3,Technical Degree,3,4,2,Research Scientist,2,Single,4347.0,1,Yes,22,3,2,3,8,4,4,5,2,0,5,No
45,Female,Travel_Rarely,Sales,14,3,Marketing,2,1,5,Manager,1,Divorced,14689.0,4,No,19,3,4,0,24,3,4,20,18,1,20,No
42,Male,Travel_Rarely,Research & Development,11,5,Technical Degree,2,2,2,Research Scientist,4,Divorced,7511.0,4,No,16,3,2,0,24,4,2,17,16,4,17,No
50,Male,Non-Travel,Research & Development,2,3,Life Sciences,3,4,5,Human Resources,1,Married,15539.0,2,No,25,3,3,1,29,1,3,29,28,2,26,No
55,Female,Travel_Frequently,Research & Development,24,5,Marketing,4,3,2,Manager,1,Single,9541.0,4,No,19,3,3,0,35,5,1,35,34,4,31,No
23,Male,Travel_Rarely,Sales,29,1,Other,2,2,4,Human Resources,4,Divorced,10345.0,3,No,15,3,4,1,3,6,3,0,0,0,0,No
49,Male,Travel_Rarely,Research & Development,18,4,Life Sciences,1,2,1,Manufacturing Director,2,Divorced,6647.0,4,No,14,3,3,1,28,6,4,25,23,2,22,No
38,Female,Travel_Rarely,Research & Development,15,5,Human Resources,4,3,4,Laboratory Technician,4,Married,10714.0,8,No,17,3,4,2,16,6,1,14,11,1,13,No
33,Female,Non-Travel,Sales,14,4,Medical,1,1,5,Research Scientist,3,Married,11403.0,6,No,15,4,2,0,11,1,1,7,5,3,4,Yes
38,Female,Travel_Rarely,Research & Development,25,1,Technical Degree,2,4,3,Research Director,2,Married,8807.0,0,Yes,18,3,3,2,15,3,2,14,12,3,14,No
28,Female,Travel_Rarely,Research & Development,13,4,Technical Degree,3,2,4,Manufacturing Director,1,Married,9960.0,2,Yes,18,3,3,0,8,2,3,5,5,1,2,No
54,Female,Travel_Frequently,Research & Development,2,5,Life Sciences,2,4,2,Research Scientist,4,Divorced,9414.0,8,Yes,23,3,4,2,35,1,1,34,31,1,34,No
53,Male,Travel_Rarely,Research & Development,19,3,Technical Degree,3,4,1,Human Resources,3,Divorced,7398.0,3,No,12,4,4,1,30,0,2,27,26,4,25,No
52,Female,Travel_Frequently,Sales,8,4,Technical Degree,4,2,2,Research Director,4,Divorced,7655.0,3,No,23,3,4,1,30,3,3,28,26,1,28,No
36,Male,Travel_Rarely,Research & Development,27,4,Other,2,1,2,Healthcare Representative,2,Married,5964.0,5,No,25,3,4,1,15,3,4,13,12,4,9,No
37,Male,Travel_Rarely,Research & Development,22,1,Technical Degree,2,2,4,Research Director,3,Divorced,11098.0,2,No,15,3,1,1,15,1,4,9,8,0,6,No
35,Male,Travel_Rarely,Research & Development,17,2,Technical Degree,2,1,1,Healthcare Representative,1,Single,3796.0,2,No,20,3,4,0,14,1,3,8,8,3,8,No
58,Male,Travel_Rarely,Research & Development,15,3,Other,4,3,3,Sales Representative,2,Single,11529.0,8,Yes,18,3,1,3,35,4,1,33,31,3,32,No
31,Male,Travel_Frequently,Sales,20,5,Human Resources,1,1,2,Healthcare Representative,3,Divorced,5996.0,4,No,13,3,2,0,11,4,1,6,3,3,4,Yes
32,Female,Travel_Frequently,Research & Development,21,1,Technical Degree,1,1,1,Healthcare Representative,2,Married,4317.0,6,Yes,17,4,4,2,10,0,4,8,6,2,7,No
48,Female,Travel_Frequently,Research & Development,14,5,Human Resources,3,2,3,Manufacturing Director,1,Single,10559.0,4,Yes,13,3,1,0,27,3,4,27,26,1,26,No
18,Female,Travel_Rarely,Research & Development,27,5,Other,2,4,2,Healthcare Representative,3,Divorced,2627.0,5,No,25,4,1,0,0,6,1,0,0,0,0,No
20,Female,Travel_Rarely,Research & Development,3,4,Medical,1,4,1,Sales Representative,4,Single,1807.0,7,No,16,3,1,2,1,2,3,0,0,0,0,No
33,Female,Travel_Rarely,Research & Development,17,1,Technical Degree,4,1,4,Laboratory Technician,4,Single,11046.0,7,No,12,3,3,1,12,2,4,5,4,2,3,No
40,Female,Travel_Rarely,Research & Development,3,1,Life Sciences,2,1,2,Manufacturing Director,1,Single,7636.0,1,No,16,4,1,2,17,3,1,13,12,2,11,No
28,Male,Travel_Rarely,Research & Development,13,3,Marketing,3,2,2,Research Director,3,Single,6486.0,8,No,16,3,4,2,9,0,3,2,2,2,0,No
29,Female,Travel_Frequently,Research & Development,25,2,Medical,1,1,1,Manager,1,Divorced,4691.0,5,No,18,3,4,3,10,6,2,9,9,3,8,Yes
27,Female,Travel_Rarely,Research & Development,18,5,Technical Degree,4,2,2,Research Director,1,Single,5857.0,6,No,15,3,4,3,9,4,3,2,2,1,0,No
49,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,4,3,3,Research Scientist,2,Divorced,10887.0,2,No,24,4,1,1,27,4,1,24,23,2,20,No
33,Female,Travel_Frequently,Sales,7,3,Marketing,3,1,2,Human Resources,4,Single,5287.0,3,No,11,3,1,2,12,4,3,5,3,1,3,No
25,Female,Travel_Rarely,Research & Development,29,5,Other,1,3,5,Sales Representative,1,Single,9943.0,5,No,25,3,3,2,6,2,1,3,3,2,0,No
55,Male,Travel_Rarely,Research & Development,23,4,Technical Degree,2,1,3,Healthcare Representative,2,Single,10874.0,6,No,18,3,2,2,37,2,4,32,30,0,32,No
29,Male,Travel_Rarely,Research & Development,5,4,Human Resources,4,1,1,Sales Representative,1,Divorced,2468.0,5,Yes,22,4,3,0,6,0,2,6,6,1,3,Yes
41,Male,Non-Travel,Research & Development,2,5,Human Resources,3,3,3,Research Scientist,1,Single,8526.0,4,No,19,4,4,3,21,2,4,15,12,1,12,Yes
45,Female,Travel_Rarely,Research & Development,17,1,Other,4,3,5,Manufacturing Director,1,Single,14336.0,1,No,11,3,4,3,24,1,4,21,18,2,18,No
25,Female,Travel_Rarely,Sales,29,2,Medical,4,2,5,Sales Representative,4,Married,11484.0,6,Yes,15,3,4,1,6,2,1,6,6,1,2,Yes
45,Female,Non-Travel,Sales,21,4,Human Resources,1,2,2,Research Scientist,3,Single,8694.0,4,No,22,4,3,3,23,4,1,19,18,1,19,No
53,Male,Non-Travel,Sales,10,2,Marketing,1,3,2,Research Director,4,Married,8778.0,8,Yes,16,3,4,3,35,0,1,34,34,2,31,Yes
43,Male,Travel_Frequently,Research & Development,4,3,Human Resources,2,1,4,Healthcare Representative,2,Divorced,12527.0,3,No,14,3,4,1,24,3,1,20,20,4,18,No
25,Female,Travel_Rarely,Sales,9,3,Marketing,4,2,3,Healthcare Representative,3,Single,6672.0,1,Yes,24,3,4,2,3,3,4,0,0,0,0,No
45,Female,Travel_Frequently,Sales,21,5,Human Resources,3,1,4,Research Director,2,Single,11794.0,6,No,21,3,1,0,26,0,1,19,16,1,17,No
45,Male,Travel_Rarely,Sales,11,5,Other,4,4,5,Sales Executive,1,Married,13945.0,6,No,12,3,2,1,24,1,1,17,15,4,15,No
54,Male,Travel_Rarely,Sales,26,5,Other,3,2,2,Manager,3,Married,7504.0,0,No,15,3,1,3,33,3,4,31,31,2,28,No
58,Male,Travel_Rarely,Research & Development,12,4,Human Resources,4,2,2,Research Scientist,2,Single,10624.0,4,No,24,3,1,1,37,4,2,35,34,1,33,No
53,Female,Travel_Frequently,Research & Development,12,2,Medical,3,2,2,Sales Executive,1,Divorced,10162.0,2,No,24,4,2,3,30,3,2,28,28,1,28,No
44,Male,Travel_Rarely,Research & Development,18,3,Life Sciences,4,4,1,Sales Representative,2,Married,5109.0,8,Yes,14,3,2,2,21,3,3,17,16,3,15,No
34,Female,Travel_Rarely,Research & Development,4,2,Human Resources,4,3,5,Manufacturing Director,2,Single,13426.0,8,Yes,23,3,3,2,16,4,4,13,11,1,10,No
26,Female,Travel_Rarely,Research & Development,29,4,Technical Degree,2,1,2,Sales Executive,4,Married,4884.0,6,No,17,4,2,2,5,2,1,4,2,3,2,Yes
50,Female,Travel_Rarely,Research & Development,28,2,Life Sciences,1,4,5,Manager,1,Divorced,14462.0,8,No,16,3,3,3,28,1,3,26,23,3,22,No
37,Male,Travel_Rarely,Research & Development,9,2,Human Resources,1,3,2,Manager,4,Married,7734.0,1,Yes,13,3,3,1,18,6,2,13,12,2,9,No
30,Male,Travel_Rarely,Research & Development,8,5,Marketing,3,2,3,Laboratory Technician,3,Single,8387.0,7,Yes,19,3,1,3,10,4,2,5,4,2,1,No
45,Male,Travel_Frequently,Research & Development,19,2,Technical Degree,4,3,5,Manager,1,Married,11829.0,0,Yes,24,3,4,2,23,4,4,21,18,4,20,No
46,Male,Travel_Rarely,Research & Development,24,2,Medical,4,3,4,Human Resources,4,Divorced,11319.0,2,No,14,3,1,2,23,5,1,16,13,1,12,No
30,Female,Travel_Frequently,Research & Development,13,2,Life Sciences,1,3,1,Manager,4,Single,1402.0,7,Yes,25,3,1,2,7,0,1,5,4,1,1,Yes
52,Female,Travel_Rarely,Research & Development,2,1,Life Sciences,3,1,4,Sales Executive,3,Single,14700.0,7,Yes,21,3,2,3,30,1,3,29,26,2,28,No
23,Female,Travel_Rarely,Research & Development,19,3,Technical Degree,2,3,5,Manager,2,Single,10845.0,7,No,15,3,2,0,0,2,2,0,0,0,0,Yes
35,Female,Travel_Rarely,Research & Development,14,3,Medical,2,3,2,Research Director,2,Single,6717.0,6,No,24,3,3,2,14,5,3,13,13,3,10,No
22,Male,Travel_Frequently,Human Resources,5,2,Human Resources,2,3,5,Sales Representative,2,Divorced,11282.0,1,No,13,3,3,1,4,6,3,0,0,0,0,No
42,Female,Travel_Rarely,Research & Development,27,5,Medical,4,3,1,Research Director,3,Single,6642.0,2,No,18,3,3,2,23,4,3,21,18,4,17,No
19,Male,Travel_Rarely,Research & Development,28,5,Human Resources,3,4,5,Research Director,4,Divorced,11925.0,8,No,21,3,2,3,1,6,1,0,0,0,0,Yes
27,Female,Travel_Rarely,Sales,26,5,Life Sciences,1,4,2,Human Resources,1,Divorced,5406.0,1,No,17,3,3,1,8,6,2,2,1,1,0,No
47,Male,Non-Travel,Sales,10,3,Human Resources,4,3,4,Laboratory Technician,3,Married,14546.0,6,No,21,3,3,3,28,6,3,24,22,1,22,No
22,Female,Travel_Rarely,Sales,24,4,Life Sciences,4,3,3,Sales Representative,2,Married,7367.0,0,Yes,21,3,2,0,4,5,2,0,0,0,0,No
50,Female,Travel_Rarely,Research & Development,17,2,Other,2,3,4,Manager,2,Single,11686.0,2,No,25,3,4,0,28,2,2,27,24,2,24,No
18,Male,Non-Travel,Sales,20,3,Technical Degree,3,2,2,Research Scientist,1,Single,4490.0,0,No,17,3,1,3,0,5,3,0,0,0,0,No
35,Female,Travel_Frequently,Sales,16,5,Medical,3,3,2,Healthcare Representative,3,Divorced,7416.0,5,Yes,18,3,2,2,17,5,3,16,15,1,13,No
49,Male,Travel_Rarely,Sales,17,3,Marketing,2,3,1,Laboratory Technician,2,Married,6580.0,3,No,17,3,3,1,30,5,4,26,26,2,24,No
28,Female,Travel_Rarely,Sales,1,3,Technical Degree,2,4,5,Healthcare Representative,3,Single,11830.0,0,Yes,13,3,1,2,8,4,1,4,4,4,2,Yes
38,Male,Travel_Rarely,Research & Development,28,3,Human Resources,2,4,5,Human Resources,4,Single,14988.0,4,No,13,3,2,3,16,4,2,15,12,0,12,No
43,Male,Travel_Frequently,Sales,21,5,Other,4,4,4,Research Director,3,Divorced,11033.0,3,No,12,3,1,3,22,0,3,19,18,0,18,Yes
42,Male,Travel_Rarely,Research & Development,22,4,Technical Degree,4,1,3,Human Resources,4,Married,7563.0,1,Yes,23,4,1,2,23,3,3,19,16,1,16,No
39,Male,Travel_Frequently,Sales,15,1,Life Sciences,4,2,3,Human Resources,1,Single,10907.0,6,No,11,3,4,1,19,1,2,17,15,1,14,No
44,Female,Non-Travel,Sales,17,2,Technical Degree,1,3,1,Research Director,4,Single,4547.0,7,No,15,3,3,1,23,0,3,17,17,4,15,No
30,Male,Non-Travel,Research & Development,11,2,Human Resources,1,4,2,Research Director,4,Single,5492.0,3,No,22,4,2,1,9,2,4,4,2,2,4,No
50,Male,Non-Travel,Human Resources,22,3,Technical Degree,3,1,1,Manager,1,Single,6510.0,8,No,14,3,3,1,31,5,2,28,27,2,26,No
51,Male,Travel_Rarely,Research & Development,5,4,Technical Degree,2,3,5,Manager,2,Single,17059.0,2,Yes,25,4,4,1,33,4,3,32,29,2,28,No
58,Male,Travel_Rarely,Research & Development,4,5,Human Resources,2,3,2,Manager,1,Single,11541.0,5,No,23,3,4,0,39,5,2,36,33,5,33,No
52,Female,Travel_Rarely,Research & Development,26,1,Marketing,4,4,1,Manager,3,Married,5837.0,6,No,21,3,2,0,32,4,3,32,29,3,29,No
18,Male,Travel_Rarely,Research & Development,21,1,Other,1,3,4,Human Resources,1,Divorced,10021.0,6,Yes,12,3,2,3,0,6,3,0,0,0,0,Yes
38,Female,Travel_Rarely,Research & Development,24,3,Technical Degree,2,3,5,Sales Executive,3,Divorced,15055.0,5,No,11,3,4,0,19,1,1,15,15,3,13,No
23,Female,Travel_Rarely,Research & Development,9,3,Technical Degree,3,3,3,Manager,2,Divorced,7367.0,8,No,24,3,2,1,5,0,2,1,0,0,0,Yes
45,Male,Non-Travel,Sales,27,5,Marketing,2,4,1,Research Director,3,Single,6939.0,0,No,24,3,1,1,26,0,1,24,22,3,21,No
34,Male,Non-Travel,Research & Development,16,5,Medical,4,1,5,Sales Executive,1,Divorced,13730.0,8,Yes,13,4,1,1,12,2,3,6,5,2,4,Yes
22,Male,Travel_Rarely,Research & Development,12,5,Technical Degree,4,3,5,Manager,1,Married,11373.0,8,No,23,3,4,3,4,6,2,0,0,0,0,No
48,Male,Travel_Rarely,Research & Development,18,3,Human Resources,1,1,3,Human Resources,2,Single,10658.0,3,No,16,3,3,3,28,0,2,25,24,3,21,No
22,Female,Travel_Rarely,Sales,22,4,Human Resources,3,3,3,Manager,1,Married,7280.0,4,No,23,3,2,2,1,0,4,1,1,1,0,Yes
55,Female,Travel_Frequently,Research & Development,3,3,Technical Degree,3,4,3,Research Scientist,2,Single,10534.0,2,Yes,12,3,2,0,36,3,4,32,32,1,32,No
20,Male,Travel_Rarely,Sales,15,3,Medical,2,1,1,Sales Executive,2,Single,2182.0,6,No,20,3,1,0,2,1,3,0,0,0,0,Yes
40,Male,Non-Travel,Research & Development,18,1,Human Resources,3,4,3,Manufacturing Director,1,Divorced,8220.0,1,No,25,3,2,2,18,5,3,11,10,0,9,No
54,Female,Travel_Frequently,Research & Development,12,5,Technical Degree,2,2,4,Manager,4,Married,15481.0,7,Yes,23,3,3,2,36,0,3,31,31,2,27,No
54,Female,Non-Travel,Research & Development,13,2,Technical Degree,2,3,5,Human Resources,3,Divorced,15321.0,8,No,17,3,2,0,31,2,3,28,25,3,28,No
27,Male,Travel_Frequently,Sales,1,5,Technical Degree,1,2,3,Healthcare Representative,4,Single,7599.0,5,No,21,3,2,1,5,5,4,1,1,1,0,No
27,Male,Travel_Frequently,Research & Development,4,4,Other,3,2,5,Sales Representative,2,Married,11853.0,8,Yes,17,3,1,0,7,4,2,3,3,0,0,Yes
36,Male,Travel_Frequently,Sales,8,4,Human Resources,4,2,2,Manager,3,Married,6395.0,5,Yes,21,4,2,1,15,6,1,15,15,3,13,No
34,Male,Travel_Rarely,Research & Development,19,5,Life Sciences,2,3,2,Manager,4,Single,6690.0,2,No,13,3,4,3,14,6,2,14,13,2,11,No
38,Male,Travel_Rarely,Research & Development,21,5,Other,2,4,3,Human Resources,1,Divorced,8792.0,2,No,24,3,4,0,19,0,2,15,12,1,13,Yes
31,Male,Travel_Frequently,Human Resources,26,3,Medical,2,2,5,Healthcare Representative,4,Single,12771.0,1,No,11,3,3,0,13,0,4,12,12,2,9,No
26,Female,Travel_Rarely,Human Resources,21,2,Other,3,1,2,Research Scientist,3,Married,4665.0,4,Yes,19,3,3,3,3,5,2,0,0,0,0,Yes
18,Female,Travel_Rarely,Research & Development,5,3,Other,3,3,3,Research Director,3,Married,6219.0,3,No,21,3,3,3,0,4,2,0,0,0,0,Yes
30,Female,Travel_Frequently,Human Resources,11,1,Marketing,3,4,5,Laboratory Technician,3,Married,12552.0,5,No,15,3,3,3,8,3,3,4,2,2,0,No
21,Female,Travel_Frequently,Sales,25,1,Medical,2,4,3,Human Resources,3,Single,6648.0,4,Yes,12,3,1,3,3,1,1,1,1,0,1,Yes
18,Male,Travel_Rarely,Human Resources,24,4,Medical,4,2,5,Healthcare Representative,4,Married,12450.0,5,No,25,3,2,3,0,3,2,0,0,0,0,No
57,Male,Travel_Rarely,Sales,24,4,Medical,4,3,2,Sales Executive,1,Married,10816.0,3,Yes,18,3,1,2,39,2,2,37,34,2,37,No
49,Female,Travel_Rarely,Research & Development,29,2,Other,3,2,3,Manufacturing Director,1,Divorced,9886.0,2,No,22,3,3,2,30,5,1,28,26,4,27,No
51,Male,Travel_Rarely,Sales,29,4,Medical,4,1,2,Human Resources,3,Divorced,9546.0,0,No,20,3,2,3,31,0,3,30,28,1,26,No
